text,cmp_code,eu_code,pos,party,date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title,translation_en,id
Britain is better off in the EU.,108,NA,11,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Liberal Democrats campaigned for the UK to remain in the EU.,108,NA,12,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"However, we acknowledge the result of the 2016 referendum, which gave the government a mandate to start negotiations to leave.",202.4,NA,13,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"The decision Britain took, though, was simply whether to remain in or to leave the European Union.",202.1,NA,14,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"There was no option on the ballot paper to choose the shape of our future relationship with the EU on vital issues including trade, travel or security.",108,NA,15,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"While much remains uncertain about Theresa May’s approach, it is now clear that the Conservatives are campaigning for a hard Brexit.",108,NA,16,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"This means leaving the single market, ending freedom of movement and abandoning the customs union – even though these choices will make the UK poorer and disappoint many leave voters who wanted a different outcome.",108,NA,17,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
The effects of Brexit are already being felt.,108,NA,18,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
The value of the pound has plummeted.,408,NA,19,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Inflation has risen.,408,NA,20,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Growth in the economy has slowed,410,NA,21,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
and the government is already borrowing billions more to fill the gap in lost tax revenue.,414,NA,22,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Young people, who voted overwhelmingly to remain, are being told their voices do not matter.",202.1,NA,23,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Urgent problems, such as the future of the NHS, are being neglected because of the sheer scale of the challenge posed by Brexit.",108,NA,24,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
A hard Brexit will make all these problems worse.,108,NA,25,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
It is the wrong choice for the country.,108,NA,26,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Liberal Democrats will fight to prevent a hard Brexit.,108,NA,27,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
At the end of negotiations there will be a decision on the deal.,202.1,NA,28,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
The Conservatives want the decision to be taken by politicians.,202.1,NA,29,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Liberal Democrats believe the British people should have the final say.,202.1,NA,30,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"That’s why, when the terms of our future relationship with the EU have been negotiated (over the next two years on the Government’s timetable), we will put that deal to a vote of the British people in a referendum,",202.4,NA,31,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
with the alternative option of staying in the EU on the ballot paper.,108,NA,32,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
We continue to believe that there is no deal as good for the UK outside the EU as the one it already has^as a member.,108,NA,33,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Every vote for the Liberal Democrats in this election is a vote to give the final say to the British people.,202.1,NA,34,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
1.2 Fighting a hard Brexit,H,NA,35,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"During negotiations, we commit ourselves to use our strength in parliament to press for keeping Britain as close as possible to Europe.",108,NA,36,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Our priorities will include: Protection of rights for EU citizens and UK citizens:,108,NA,37,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"We will press for the UK to unilaterally guarantee the rights of EU nationals in the UK, ending their ongoing uncertainty.",108,NA,38,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"We will call for the overhaul and simplification of the registration process and the requirements for EU nationals to obtain permanent residence and UK citizenship, as the current system is not fit for purpose.",303,NA,39,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"We will urge the government, and use our influence with Liberal leaders in European countries, to secure the same rights for UK citizens living in European Union countries.",108,NA,40,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Membership of the single market and customs union: We believe that any deal negotiated for the UK outside the EU must ensure that trade can continue without customs controls at the border,",108,NA,41,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"and must maintain membership of the single market, which smooths trade between the UK and the continent by providing a common ‘rule book’ for businesses and a common mechanism to ensure that everyone abides by the rules.",108,NA,42,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Freedom of movement: We support the principle of freedom of movement – to abandon it would threaten Britain’s prosperity,410,NA,43,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"and reputation as an open, tolerant society.",607.1,NA,44,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Any deal negotiated for the U K outside the EU must protect the right to work, travel, study and retire across the EU.",108,NA,45,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Any restrictions sought by the government must take account of the vital importance of EU workers to the British economy, including public services.",607.1,NA,46,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Opportunities for young people:In an increasingly globalised and complex world, it is vital that our young people are afforded the same opportunities their parents enjoyed to work, study and travel abroad.",706,NA,47,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
To that end we will do everything we can to protect Erasmus+ and other EU-funded schemes which increase opportunities for young people.,706,NA,48,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Defending social rights and equalities:,503,NA,49,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Many important protections such as the right to 52 weeks’ maternity leave and rights to annual leave are currently based on EU law,",701,NA,50,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
and many of these rights have been upheld at the European Court of Justice.,108,NA,51,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Liberal Democrats will fight to ensure that these entitlements are not undermined.,701,NA,52,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Maintaining environmental standards:,501,NA,53,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
The European Union has created the highest environmental standards in the world.,501,NA,54,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
We have a duty to future generations to protect our environment and tackle climate change.,501,NA,55,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Liberal Democrats will ensure that everything is done to maintain those high standards in UK law, including the closest possible co-operation on climate and energy policy.",501,NA,56,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Law enforcement and judicial co-operation:  Europol, the European Arrest Warrant and shared access to police databases have helped make Britain’s streets safer.",605.1,NA,57,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"We will fight to maintain maximum co-operation to ensure criminals are pursued quickly and effectively, and police are not frustrated by huge amounts of red tape.",605.1,NA,58,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"British business and jobs: We must protect support for domestic industries such as farming, tourism and the creative industries,",406,NA,59,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
as well as regional support for deprived areas.,503,NA,60,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
The City of London is Europe’s financial capital,601.1,NA,61,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
and must retain its full rights in EU financial markets.,108,NA,62,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Science and research funding: Research is vital for our long-term prosperity, security and wellbeing –",411,NA,63,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
but the Leave vote has already started to affect existing and proposed research programmes.,411,NA,64,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
We will campaign against any reduction in investment in UK universities,506,NA,65,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
and for their right to apply for EU funds on equal terms.,506,NA,66,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Travel and tourism: Britain is an outward-looking country with commercial and leisure interests around the world, particularly in Europe.",502,NA,67,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"We will strive to retain traveller and tourist benefits such as the European Health Insurance Card, reduced roaming charges and pet passports, all of which are at risk by leaving the European Union.",108,NA,68,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Respect for the interests of Scotland, Wales and Northern Ireland: We will fight to ensure that the priorities and long-term interests of the nations of the UK are fully taken into account during negotiations.",301,NA,69,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
We will oppose any moves that threaten the political stability of Northern Ireland.,305.3,NA,70,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
We will also campaign to protect the rights of the people of Gibraltar.,101,NA,71,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
2 Save our NHS and Social Care Services,H,NA,72,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
"Good health is a prerequisite to taking full advantage of life’s opportunities, and we must do all we can to help people stay healthy as well as provide high-quality care when they are ill.",504,NA,73,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
Mental health is just as important as physical health and we have made it a priority to deliver equality between the two.,504,NA,74,51421,201706,english,MARPOR,FALSE,TRUE,FALSE,7e0fa07c4380e4f616ae65fceaae5460,/down/originals/2018-2/51421_2017.pdf,9eddba3e7bb1b24dce8eeb7d5c3dbfae,TRUE,5,NA,Change Britain´s future. Liberal Democrat manifesto 2017,FALSE,51421_201706
