text,cmp_code,eu_code,pos,party,date,language,source,has_eu_code,is_primary_doc,may_contradict_core_dataset,md5sum_text,url_original,md5sum_original,annotations,handbook,is_copy_of,title,translation_en,id
- Increase funding for books and equipment in schools.,506,NA,11,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"In the first year, we will double spending on books and equipment to overcome the effect of recent cuts.",NA,NA,12,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Reduce primary school class sizes so that within 5 years no child between 5 and 11 I will need to be in a class of more than 30.,506,NA,13,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Tackle the backlog of repair and maintenance to buildings with £500m additional investment over 5 years.,506,NA,14,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Boost chances for all adults to improve their skills and get better qualifications.,506,NA,15,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Making the best start,NA,NA,16,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Early years education is the essential building block for higher standards and achievement later on.,706,NA,17,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Every £1 spent on high quality under-fives education raises standards in later life and adds up to £7 of value to the nations economy.,706,NA,18,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will:,NA,NA,19,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Give children the best start by providing high quality early years education for every 3 and 4 year-old child whose parents want it.,706,NA,20,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
This will be the first call on our £2 billion annual programme of extra investment in education.,506,NA,21,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Promote high standards in early years education.,506,NA,22,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will set minimum standards for care, curriculum and premises.",506,NA,23,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will ensure that those in early years education are supervised by qualified staff.,506,NA,24,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Provide choice in early years education.,506,NA,25,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will scrap the bureaucratic voucher scheme.,408,NA,26,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will ensure a variety of provision from a wide range of public, private and voluntary providers.",408,NA,27,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Raising standards in schools.,506,NA,28,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will raise standards in schools, especially in literacy and numeracy, which are still far too low.",506,NA,29,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will:,NA,NA,30,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Improve teaching standards.,506,NA,31,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will set up a General Teaching Council, charged with improving teaching standards and making teaching a profession to be proud of again.",704,NA,32,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will provide more opportunities for professional development and reward excellence in teaching.,704,NA,33,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will help poor teachers improve, but if they cannot, we will ensure they do not continue to teach.",704,NA,34,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Encourage schools to succeed.,506,NA,35,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will strengthen the inspection system so that it helps schools and we will extend inspection to monitoring Local Education Authorities (LEAs).,506,NA,36,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Strengthen discipline in schools.,603,NA,37,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will support teachers in maintaining discipline and provide them with the means to do so - for example, by providing better access to special referral units.",603,NA,38,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will require every school to develop a policy to tackle bullying and truancy.,603,NA,39,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will launch a national Truancy Watch scheme.,603,NA,40,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will oblige LEAs to fulfil their responsibilities to educate pupils excluded or suspended from school.,301,NA,41,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Measure achievement in pupils and schools.,506,NA,42,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will give every pupil a Personal Record of Achievement which will enable them to build up a set of nationally accredited qualifications and record their other achievements.,506,NA,43,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will require schools to publish meaningful information on their standards, achievements and plans for the future.",506,NA,44,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Improve the National Curriculum.,506,NA,45,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will replace the National Curriculum with a more focused and flexible Minimum Curriculum Entitlement.,506,NA,46,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will ensure that religious education provides pupils with an understanding of the major traditions of belief in this country.,603,NA,47,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Boost literacy.,506,NA,48,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will establish special literacy programmes involving parents with teachers in a drive to ensure that 90 per cent of all pupils reach their expected reading age by 2005.,506,NA,49,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Investing in schools,NA,NA,50,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Extra investment for well-equipped classrooms and better-maintained buildings is essential if standards are to improve.,506,NA,51,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will:,NA,NA,52,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Increase funding for books and equipment in schools.,506,NA,53,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"In the first year, we will double spending on books and equipment to overcome the effect of recent cuts.",506,NA,54,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"A typical primary school of 250 pupils will get an extra £16,000.",506,NA,55,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"A typical secondary school of 1,000 pupils will get an extra £110,000.",506,NA,56,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Reduce primary school class sizes so that within 5 years no child between 5 and 11 will need to be in a class of more than 30.,506,NA,57,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Tackle the backlog of repairs.,506,NA,58,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will invest an additional £500 million over 5 years in repairing crumbling and unsafe buildings.,506,NA,59,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Support children with special needs.,506,NA,60,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will fully fund the implementation of the Code of Practice for Special Educational Needs.,506,NA,61,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
A new partnership for schools,NA,NA,62,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Involving parents in the education of their children and ensuring schools are supported by local communities are both essential to achieving higher standards and a better use of resources.,506,NA,63,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will:,NA,NA,64,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Increase the role of parents in education.,506,NA,65,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will extend home/school/pupil links, develop home-school partnership arrangements and support parents with information and resources to help them help their child.",506,NA,66,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will require the schools inspection service to report on home-school partnerships as part of school inspections.,506,NA,67,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will promote school councils and guarantee automatic representation on governing bodies to staff and, where appropriate, students.",506,NA,68,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Open up schools to the whole community.,411,NA,69,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will encourage schools to develop courses for parents, build links with local leisure organisations to open up school sports facilities to the community and work with local businesses to provide improved computer education.",411,NA,70,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Give all schools more independence and allow them to develop their own styles and strengths.,301,NA,71,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will devolve as many powers as possible to schools and give them more control over their budgets.,303,NA,72,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will make new 'light touch' LEAs responsible for those functions that cannot be undertaken by individual schools on their own, such as coordination, planning and monitoring standards.",303,NA,73,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will bring grant-maintained schools and City Technology Colleges into this new framework and scrap the Funding Agency for Schools.,411,NA,74,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"Liberal Democrats are opposed to selection, but believe that decisions on this should be made by local communities through their local Councils and not by politicians at Westminster.",301,NA,75,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Recognise the valuable role of church schools in the maintained sector.,607,NA,76,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will initiate a dialogue with all the major faiths about the role they wish to play in education in the future.,607,NA,77,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"Where any of the major faiths wish to establish publicly funded voluntary schools we will enable them to do so, provided that they enjoy substantial community support, offer acceptable programmes of study, provide equality of opportunity and are able to deliver the Minimum Curriculum Entitlement.",607,NA,78,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Forge a new partnership with the independent sector.,507,NA,79,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will encourage independent schools to work with state schools.,507,NA,80,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will phase out the Assisted Places Scheme,507,NA,81,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"and use the money saved to enable LEAs, if they wish, to enter into local partnership schemes.",303,NA,82,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
These could include assisting the funding of pupils at independent schools.,506,NA,83,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"Pupils currently covered by the Assisted Places Scheme would, however, be protected until they finish their studies.",506,NA,84,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will require independent schools to offer the Minimum Curriculum Entitlement.,506,NA,85,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will extend charitable status to all schools without affecting total Council funding and maintain the VAT exemption on school fees.,402,NA,86,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Extending life-long learning,NA,NA,87,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"In the information age, education must be a life-long activity from which people can benefit anywhere and at any time, rather than being something that only happens in school.",411,NA,88,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will:,NA,NA,89,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Widen access to further education.,411,NA,90,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will give every person an Individual Learning Account as the basis for life-long post-school education with contributions made by the state, individuals and employers.",411,NA,91,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Our aim is that the state contribution will be at least equivalent to the cost of fees on approved courses.,411,NA,92,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will replace the Student Loans Scheme with a fair repayment scheme linked to salaries in later life.,408,NA,93,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We oppose top-up fees for tuition.,408,NA,94,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Our aim is to ensure that students on approved courses (including part-time courses) up to first degree level are treated equally.,503,NA,95,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Promote flexible learning.,411,NA,96,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will create a higher standard credit-based system for all post-14 courses, including the current A-levels and degree courses.",411,NA,97,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will work with the private sector to link all schools to the Information Super Highway and ensure that they have the equipment and skills to take advantage of this.,411,NA,98,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Promote training in the workplace.,411,NA,99,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"To support companies that invest in education and training, and to encourage others to do so, we will introduce a 2 per cent remissible levy on company payrolls.",408,NA,100,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
This would be deductible against the cost of providing accredited training or making contributions to the Individual Learning Account.,408,NA,101,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Small businesses will be exempt.,408,NA,102,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will give Training and Enterprise Councils the leading role in forging local partnerships to meet youth training and employment needs.,301,NA,103,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Expand training opportunities for young people.,411,NA,104,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Our aim is to ensure that 16-19 year-oIds receive the equivalent of at least 2 days a week education or on-the-job training.,411,NA,105,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Boost chances for all adults to improve their skills and get better qualifications.,411,NA,106,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will ensure that all adults on approved courses or training have access to financial support, either through their Individual Learning Accounts or from their employer using our new remissible training levy.",408,NA,107,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Improve the quality of tertiary courses.,411,NA,108,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
We will create a new Quality Council to ensure high standards and value for money in all post-16 education and training courses.,411,NA,109,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
- Secure academic freedom.,411,NA,110,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
"We will ensure the funding of university teaching and research, safeguard academic freedom and standards.",411,NA,111,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
Which party will be best for my job and our firm?,NA,NA,112,51421,199705,english,MARPOR,FALSE,TRUE,FALSE,bf901e9dbd22b35fd9689eb0f7e1ea31,NA,NA,TRUE,1,NA,Make the Difference,FALSE,51421_199705
